Body_Cleaned,Label
substantial rampup new housing supply largely apartment much purchased investor darwin rent falling many year continue decline rental market brisbane perth number year decline rent also continuing rise elsewhere however rate growth slowed compared year ago,1.0
review released providing update rental market condition december  report found mixed situation rent falling sydney darwin canberra fairly significant slowdown rental growth melbourne growth elsewhere corelogic research analyst cameron kusher said sydney melbourne seeing impact,2.0
review released providing update rental market condition december  report found mixed situation rent falling sydney darwin canberra fairly significant slowdown rental growth melbourne growth elsewhere corelogic research analyst cameron kusher said sydney melbourne seeing impact,2.0
substantial rampup new housing supply largely apartment much purchased investor darwin rent falling many year continue decline rental market brisbane perth number year decline rent also continuing rise elsewhere however rate growth slowed compared year ago,2.0
review released providing update rental market condition december  report found mixed situation rent falling sydney darwin canberra fairly significant slowdown rental growth melbourne growth elsewhere corelogic research analyst cameron kusher said sydney melbourne seeing impact,2.0
capital city sydney returned strongest clearance rate  per cent across  auction however melbourne saw highest number home auctioned  held returning preliminary clearance rate  per cent adelaide second best performing auction market week according preliminary result,1.0
next week able get firmer perspective auction condition  looking result across individual capital city sydney returned strongest clearance rate  per cent across  auction however melbourne saw highest number home auctioned  held returning,1.0
city update darwin canberra hobart available national housing market update national update sydney nsw melbourne vic adelaide sa brisbane qld perth,0.0
canberra adelaide perth tasmania expected see higher number auction take place week busiest suburb auction victoria bentleigh east  home scheduled auction followed craigieburn also victoria  scheduled auction st ives nsw bentleigh vic,1.0
 last week lower week last year  auction held across city across smaller auction market number home scheduled auction week lower brisbane canberra adelaide perth tasmania expected see higher number auction take place week busiest suburb auction victoria bentleigh east  home scheduled,2.0
 last week lower week last year  auction held across city across smaller auction market number home scheduled auction week lower brisbane canberra adelaide perth tasmania expected see higher number auction take place week busiest suburb auction victoria bentleigh east  home scheduled,2.0
 last week lower week last year  auction held across city across smaller auction market number home scheduled auction week lower brisbane canberra adelaide perth tasmania expected see higher number auction take place week busiest suburb auction victoria bentleigh east  home scheduled,1.0
auction held across city much lower  month ago  home went hammer sydney  home currently scheduled auction week  last week lower week last year  auction held across city across smaller auction market number home scheduled auction week lower,2.0
per cent unit selling auction  per cent house sold across combined capital city melbourne preliminary auction clearance rate  per cent recorded across  auction week last week  auction returning final clearance rate  per cent week,0.0
last year  melbourne home taken auction  per cent returning successful result  auction held sydney week returning preliminary clearance rate  per cent comparison  auction held previous week final auction clearance rate,0.0
last year  home taken auction across city returning clearance rate  per cent across smaller auction market perth tasmania place see auction volume fall,2.0
rate significantly higher  per cent  auction returning successful result  auction held sydney week making th busiest week year city preliminary result showing  per cent clearance rate  per cent across  auction last week possible final result released clearance rate may hold  per cent,1.0
week  last week lower week last year  auction held across smaller auction market brisbane expected city see rise volume weekonweek fewer auction scheduled adelaide canberra perth tasmania busiest suburb auction week victoria reservoir  home set go hammer,2.0
week  last week lower week last year  auction held across smaller auction market brisbane expected city see rise volume weekonweek fewer auction scheduled adelaide canberra perth tasmania busiest suburb auction week victoria reservoir  home set go hammer,2.0
auction  last week significantly lower  week last year melbourne set see volume fall week  auction tracked far last week  auction held across city much lower  month ago  home went hammer sydney  home currently scheduled auction week  last week lower,2.0
week  last week lower week last year  auction held across smaller auction market brisbane expected city see rise volume weekonweek fewer auction scheduled adelaide canberra perth tasmania busiest suburb auction week victoria reservoir  home set go hammer,2.0
auction held across city much lower  month ago  home went hammer sydney  home currently scheduled auction week  last week lower week last year  auction held across smaller auction market brisbane expected city see rise volume,2.0
collected comparison one year ago clearance rate across city recorded  per cent across smaller auction market preliminary result show improvement clearance rate across adelaide brisbane canberra perth tasmania reported  auction result far yet successful,1.0
rate significantly higher  per cent  auction returning successful result  auction held sydney week  last week although lower week last year  home taken auction across city preliminary result show  per cent auction successful week  per,1.0
lower across individual capital city total  home taken auction time last year five busiest suburb auction week melbourne reservoir coming first place hosting  auction followed mount waverley  glen waverley  bentleigh east richmond set hold  auction week summary last week result last week saw  home taken auction across combined capital,1.0
sitting similar level weekonweek  auction currently radar compared  last week across smaller auction market adelaide see fewer home taken auction weekonweek brisbane perth tasmania see auction activity increase canberra see little change auction volume compared last week yearonyear auction volume,1.0
home taken auction weekonweek brisbane perth tasmania see auction activity increase canberra see little change auction volume compared last week yearonyear auction volume lower across individual capital city total  home,0.0
sitting similar level weekonweek  auction currently radar compared  last week across smaller auction market adelaide see fewer home taken auction weekonweek brisbane perth tasmania see auction activity increase canberra see little change auction volume compared last week yearonyear auction volume,1.0
week  home scheduled go hammer increasing  last week sydney volume sitting similar level weekonweek  auction currently radar compared  last week across smaller auction market adelaide see fewer home taken auction weekonweek,0.0
city update darwin canberra hobart available national housing market update national update sydney nsw melbourne vic brisbane qld perth wa adelaide,0.0
market number home scheduled auction week lower last week across city week busiest suburb auction mount waverley victoria  home scheduled go hammer followed richmond vic  port macquarie nsw bentleigh east vic host  auction higher activity across port macquarie week due mcgrath port macquarie auction event,1.0
market number home scheduled auction week lower last week across city week busiest suburb auction mount waverley victoria  home scheduled go hammer followed richmond vic  port macquarie nsw bentleigh east vic host  auction higher activity across port macquarie week due mcgrath port macquarie auction event,1.0
 auction held across city week  extra auction compared last week across smaller auction market adelaide best performing term clearance rate  per cent auction successful  per cent home sold across brisbane,2.0
corresponding week last year much higher  per cent auction successful  melbourne saw notable dip volume week lower volume traditionally see week prior melbourne cup festivity also coming back second busiest week auction year last week   melbourne home taken auction week returning preliminary clearance rate,2.0
 per cent last week final clearance rate  per cent recorded across higher volume preliminary auction clearance rate  per cent recorded across sydney week improving last week final clearance rate  per cent  auction held across city week  extra auction compared last,1.0
week decreasing  per cent last week final figure saw  auction held across city across smaller auction market activity across adelaide brisbane virtually unchanged weekonweek canberra perth tasmania expected see higher volume auction week given low activity victoria week surprise busiest suburb auction,1.0
volume auction recorded last week combined capital city saw  home taken auction across melbourne number auction held expected fall week  melbourne home scheduled go auction lower volume likely due upcoming melbourne cup festivity coming back,2.0
canberra perth tasmania expected see higher volume auction week given low activity victoria week surprise busiest suburb auction new south wale topping list  home scheduled go hammer rose bay followed paddington st ives,1.0
week decreasing  per cent last week final figure saw  auction held across city across smaller auction market activity across adelaide brisbane virtually unchanged weekonweek canberra perth tasmania expected see higher volume auction week given low activity victoria week surprise busiest suburb auction,1.0
city week increasing  last week although much lower time last year  higher volume week largely thanks melbourne vendor rush auction prior melbourne cup carnival slowdown volume temporarily plummet across city preliminary result show clearance rate  per cent across combined capital city although,1.0
rate significantly higher  per cent  auction returning successful result  auction held sydney week  last week although substantially lower week last year  home taken auction across city preliminary result show  per cent auction successful week  per cent,0.0
unit sold volume considerably lower yearonyear across house unit market sydney across smaller auction market auction volume clearance rate lower across market exception canberra volume higher across house unit market clearance rate unit higher spring far relative period last year across smaller auction market auction volume clearance rate lower across market,1.0
cent house successful auction higher  unit sold across combined capital city melbourne across australia largest auction market melbourne performance across individual property type year year quite interesting clearance rate tracking higher house compared unit  year seen result contrast unit better performer  house taken auction past  week half selling ,1.0
rate  happened period prior peak melbourne dwelling value sydney sydney gap performance clearance rate across property type reduced recent month far spring  sydney house auctioned  selling lower,0.0
 property scheduled go auction week rising  per cent last week  auction across remaining auction market volume higher across brisbane canberra activity across adelaide tasmania remain steady perth host  per cent fewer auction summary last week result combined capital city returned final auction clearance rate ,1.0
 per cent compared last week final result saw  property taken auction melbourne set see notable increase activity week volume expected rise  per cent last week figure  melbourne home scheduled go auction increasing  held last week sydney volume set increase lesser extent  property scheduled go auction,1.0
 property scheduled go auction week rising  per cent last week  auction across remaining auction market volume higher across brisbane canberra activity across adelaide tasmania remain steady perth host  per cent fewer auction summary last week result combined capital city returned final auction clearance rate ,2.0
figure  melbourne home scheduled go auction increasing  held last week sydney volume set increase lesser extent  property scheduled go auction week rising  per cent last week  auction across remaining auction market volume higher across brisbane canberra activity across,1.0
 per cent success rate seen week last year sydney home went auction  across smaller auction market highest preliminary clearance rate recorded canberra  per cent  reported auction successful followed adelaide  per cent home,1.0
week last year property type saw virtually success rate  per cent  auction held melbourne week preliminary clearance rate  per cent last week saw slightly lower  home go hammer returning final clearance rate  per cent week last year  auction held across city clearance rate  per cent,2.0
week last year  auction held across city clearance rate  per cent recorded sydney host  auction week preliminary result showing clearance rate  per cent increasing last week  per cent  auction held sold hammer however lower  per cent success rate seen week last year sydney home,1.0
ago  per cent marking th consecutive week clearance rate  per cent melbourne host  auction week returning preliminary clearance rate  per cent last week saw  per cent success rate across  auction lowest final clearance rate city seen since july  week last year  auction held final clearance rate  per cent,2.0
week last year  auction held final clearance rate  per cent recorded  auction held sydney week  previous week preliminary clearance rate  per cent  per cent last week although see,1.0
  sydney home taken auction week virtually unchanged week prior  across smaller auction market preliminary result show adelaide best performing term clearance rate  per cent success rate across  auction result followed closely canberra  per cent  reported auction successful searching place rent find next home,1.0
final result week last year recording  per cent clearance rate across  auction activity across melbourne increased week last week saw volume across city plummet amidst long weekend festivity  home taken auction week increasing significantly last week  melbourne home taken auction higher volume week saw preliminary clearance rate drop  per cent  per,1.0
similar level last week  home currently scheduled auction compared  last week across smaller auction market adelaide brisbane perth see increase activity week canberra perth see fewer auction take place yearonyear auction volume lower across individual capital city total  home,2.0
slowdown corelogic currently tracking  auction almost double volume seen last week  melbourne expecting see volume pick week  property scheduled go hammer volume dipped significantly last week amid grand final hype  sydney volume expected sit similar level last week  home currently scheduled,1.0
suburb auction week melbourne reservoir coming first place hosting  auction surprise addition top suburb port macquarie regional new south wale  home going hammer thanks part elder auction event sunday back melbourne preston set host  auction week followed richmond  auction,1.0
similar level last week  home currently scheduled auction compared  last week across smaller auction market adelaide brisbane perth see increase activity week canberra perth see fewer auction take place yearonyear auction volume lower across individual capital city total  home,1.0
rate improved across adelaide perth tasmania saw change clearance rate weekonweek noncapital city auction market hunter region best performing term clearance rate   reported auction selling  per cent followed gold coast  per cent clearance rate across  result final result subregions looking place buy start searching,1.0
week last year  home taken auction returning clearance rate  per cent melbourne saw significant drop volume week  home taken auction returning preliminary auction clearance rate  per cent last week  auction held final clearance rate came  per cent time last year  auction held across city returning clearance rate  per cent,2.0
time last year  auction held across city returning clearance rate  per cent  auction held sydney week  previous week preliminary clearance rate  per cent  per cent last week one year ago ,2.0
taken auction across combined capital city week increasing  previous week despite fact auction volume increasing month  fewer auction held week compared week last year predominantly due decline auction volume across sydney melbourne two largest auction market preliminary result show clearance rate  per cent across combined capital city week,2.0
taken auction across combined capital city week increasing  previous week despite fact auction volume increasing month  fewer auction held week compared week last year predominantly due decline auction volume across sydney melbourne two largest auction market preliminary result show clearance rate  per cent across combined capital city week,2.0
offsetting loss future capital gain unit market prone oversupply trend evident across brisbane melbourne inner city market different extent focusing key inner city unit market brisbane inner city recorded  unit resale,0.0
recorded  unit resale loss quarter melbourne inner city recorded  loss unit construction winding across queensland since late  remains record level across victoria close record high new south wale unit value falling sydney melbourne pipeline close record high could,1.0
february  darwin house value havent fall anywhere near much  since peaking regional western australia recorded second highest level loss making resale unit  followed perth  region seen unit value fall substantially house value since peaking january ,2.0
recorded  unit resale loss quarter melbourne inner city recorded  loss unit construction winding across queensland since late  remains record level across victoria close record high new south wale unit value falling sydney melbourne pipeline close record high could,2.0
grand final weekend year week last year  auction took place across city brisbane expected second busiest capital city week  scheduled auction however lower last week  auction remaining capital city expected see lower volume auction weekonweek,1.0
week last year  sydney home went auction returning final clearance rate  per cent across smaller auction market clearance rate improved across adelaide tasmania brisbane canberra perth saw clearance rate fall weekonweek noncapital city auction market geelong region best performing term clearance,2.0
 auction held final result last week slightly lower  held one year ago notable decrease activity melbourne subdued  auction scheduled week  per cent drop volume last week  auction held lower activity week unusual historically see activity plummet grand,2.0
week last year  sydney home went auction returning final clearance rate  per cent across smaller auction market clearance rate improved across adelaide tasmania brisbane canberra perth saw clearance rate fall weekonweek noncapital city auction market geelong region best performing term clearance,2.0
lower volume auction weekonweek exception tasmania activity remain steady low activity victoria week surprise busiest suburb auction nsw mosman topping list  scheduled auction followed closely randwick  bellevue hill  port macquarie  summary last week result last week saw  home taken auction across combined capital,1.0
final figure last year  sydney home taken auction  per cent clearing across smaller auction market canberra returned strongest preliminary clearance rate  per cent  per cent brisbane home sold week preliminary result property type preliminary result,2.0
higher  home taken auction across city returning stronger  per cent clearance rate sydney  per cent property sold week last week final result saw half sydney home successful auction  per cent similar volume auction held week compared last  home taken market,1.0
city update darwin canberra hobart available national housing market update national update sydney nsw melbourne vic brisbane qld perth wa adelaide,0.0
 capital city offering unit within kms cbd   median value bracket melbourne home best performer ten qualifying suburb recording highest annual unit value growth across capital city suburb fawkner topped list median value  standout  month value growth  beyond,1.0
price bracket   suburb included analysis recording increase value year unit north coogee actually performed remaining capital city suburb coming  place highest growth annual increase unit value  sydney suburb price bracket also performed better relative growth within kk price,1.0
rate growth   respectively plus kms claremont kms glenorchy cbd suburb queensland south australia western australia also featured lower value bracket positive growth potential future capital gain prospect adelaide highest growth  best buy   fhbs slightly,2.0
city update darwin canberra hobart available national housing market update national update sydney nsw melbourne vic brisbane qld perth wa adelaide,0.0
hammer week  auction held last week however lower  held one year ago across smaller market adelaide canberra perth set see increase auction activity brisbane tasmania expected see fewer auction take place week busiest suburb auction week melbourne craigieburn reservoir   home,1.0
rate across regional auction market geelong returned strongest clearance rate  per cent term volume gold coast saw highest number auction  however  per cent sold weekly clearance rate combined capital usual performance across smaller auction market,1.0
final figure  although lower one year ago  capital city home went auction melbourne set busiest auction market week total  home scheduled auction increasing last week  auction held across city one year ago  melbourne home taken auction volume also set rise across sydney,1.0
hammer week  auction held last week however lower  held one year ago across smaller market adelaide canberra perth set see increase auction activity brisbane tasmania expected see fewer auction take place week busiest suburb auction week melbourne craigieburn reservoir   home,1.0
 auction held across city one year ago  melbourne home taken auction volume also set rise across sydney total  home scheduled go hammer week  auction held last week however lower  held one year ago across smaller market adelaide canberra perth set see increase auction activity,1.0
 year ago  smallest annual return since october  rate dwelling value growth slowed past year adelaide total return rate value decline regional sa slowed providing boost total return total return adelaide recorded  past year compared  return regional sa,2.0
dwelling value growth slowed across qld contributed moderate reduction total return year total return brisbane recorded  lowest return since july   year ago regional qld total return slightly stronger brisbane  however,2.0
annual increase since february  annual return regional nsw slowed  year ago value falling past year melbourne substantial reduction total return past year total return melbourne recorded   year,2.0
regional sa increased  year ago highest theyve since january  although value fallen past year perth regional wa total return region remain positive past  month total return perth recorded  increase  year,1.0
recorded  across combined capital city  across combined regional market past  month total return sydney fallen   fall return year weakest result since february  substantial,2.0
result week considering far year unit market consistently better performer auction result property type melbourne australia largest auction market preliminary auction clearance rate  per cent recorded across  auction week  per cent across  auction last week one year ago clearance rate stronger  per cent across  auction  auction,1.0
 auction last week one year ago clearance rate stronger  per cent across  auction  auction held sydney week returning preliminary auction clearance rate  per cent compared  per cent across  last week  per cent across  auction one year ago across smaller auction market preliminary result show adelaide best performing term,0.0
week compared last  scheduled auction week  auction held last week activity set lower weekon week across brisbane canberra tasmania adelaide perth see increase number auction held busiest suburb auction week victoria malvern east top list  home,2.0
week compared last  scheduled auction week  auction held last week activity set lower weekon week across brisbane canberra tasmania adelaide perth see increase number auction held busiest suburb auction week victoria malvern east top list  home,2.0
increase number auction held busiest suburb auction week victoria malvern east top list  home set go auction followed reservoir  scheduled auction brighton east mount waverley host  auction summary last week result last week combined capital city saw auction volume fall total,1.0
week compared last  scheduled auction week  auction held last week activity set lower weekon week across brisbane canberra tasmania adelaide perth see increase number auction held busiest suburb auction week victoria malvern east top list  home,1.0
city auction market week  home set go hammer last week  auction volume across sydney expected lower week compared last  scheduled auction week  auction held last week activity set lower weekon week across brisbane canberra tasmania adelaide perth,2.0
week compared last  scheduled auction week  auction held last week activity set lower weekon week across brisbane canberra tasmania adelaide perth see increase number auction held busiest suburb auction week victoria malvern east top list  home,2.0
finance commitment first home buyer accounted  greatest share since october  rebound demand first home buyer largely emanated nsw vic although number commitment generally fallen past month share total,0.0
finance commitment first home buyer accounted  greatest share since october  rebound demand first home buyer largely emanated nsw vic although number commitment generally fallen past month share total,0.0
think sydney real estate thought immediately go pricey median house value  median unit value  wonder australia,0.0
full employment australia economic prosperity welfare people australia increasingly recent year mortgage lending environment rate escalation dwelling value particularly sydney melbourne called rba risk financial stability australian economy direct intervention form macroprudential tool rba initially reluctant endorse,0.0
full employment australia economic prosperity welfare people australia increasingly recent year mortgage lending environment rate escalation dwelling value particularly sydney melbourne called rba risk financial stability australian economy direct intervention form macroprudential tool rba initially reluctant endorse,0.0
going hammer across combined capital city returning clearance rate  per cent melbourne preliminary auction clearance rate  per cent recorded across  auction week  per cent across  auction last week one year ago clearance rate stronger  per cent across  auction  auction,2.0
 auction last week one year ago clearance rate stronger  per cent across  auction  auction held sydney week th consecutive week sydney host le  auction returning preliminary auction clearance rate  per cent comparison  auction held previous week final auction clearance rate,2.0
 last week lower week last year  auction held across city auction volume lower across individual capital city compared week last year weekonweek canberra tasmania place auction volume set see slight increase busiest suburb auction week melbourne craigieburn reservoir,1.0
currently tracking  auction  last week  week last year melbourne set see volume fall week  auction tracked far last week  auction held across city much lower  month ago  home went hammer sydney  home currently scheduled auction week  last week lower,2.0
week week last year  home went auction returning clearance rate  per cent across smaller auction market clearance rate improved across canberra perth brisbane adelaide saw clearance rate fall weekonweek auction recorded tasmania last week noncapital city auction market hunter,1.0
auction held across city much lower  month ago  home went hammer sydney  home currently scheduled auction week  last week lower week last year  auction held across city auction volume lower across individual capital city compared week last year,2.0
 last week lower week last year  auction held across city auction volume lower across individual capital city compared week last year weekonweek canberra tasmania place auction volume set see slight increase busiest suburb auction week melbourne craigieburn reservoir,1.0
auction selling  per cent followed geelong  per cent clearance rate across  result busiest region auction gold coast  home taken auction returning clearance rate  per cent sub region auction result kevin brogan national auction market commentatorcorelogic caitlin fono research,1.0
interesting go back look happened recent period lending contraction owner occupier exrefinance housing finance commitment value lending fell following percentage following period april  april  lending fell  cash rate moved   february  october  lending fell  cash rate moved   september  january  lending fell  cash rate moved   sydney melbourne housing market starting slow june  august  lending fell  cash rate rose   september  march  lending fell  cash rate rose   looking investor value lending fell following percentage following period january  october  lending fell  cash rate moved   october  june  lending fell  cash rate moved   sydney melbourne housing market starting slow june  february  lending fell  cash fell rose   rising  may  april  lending fell by cash rate rose   clearly previous period credit dropped sharply materially however current,2.0
interesting go back look happened recent period lending contraction owner occupier exrefinance housing finance commitment value lending fell following percentage following period april  april  lending fell  cash rate moved   february  october  lending fell  cash rate moved   september  january  lending fell  cash rate moved   sydney melbourne housing market starting slow june  august  lending fell  cash rate rose   september  march  lending fell  cash rate rose   looking investor value lending fell following percentage following period january  october  lending fell  cash rate moved   october  june  lending fell  cash rate moved   sydney melbourne housing market starting slow june  february  lending fell  cash fell rose   rising  may  april  lending fell by cash rate rose   clearly previous period credit dropped sharply materially however current,2.0
week likely final clearance rate sydney revise low  per cent mark auction result property type across smaller auction market highest preliminary clearance rate recorded canberra  per cent  reported auction successful exception tasmania auction held week canberra city see,1.0
time last year  auction held clearance rate  per cent recorded  auction held melbourne week preliminary clearance rate  per cent last week saw  home go hammer returning final clearance rate  per cent week last year  auction held across city clearance rate  per cent,0.0
week last year  auction held across city clearance rate  per cent recorded sydney host  auction week preliminary result showing clearance rate  per cent last week final auction clearance rate sydney  per cent across  auction,0.0
auction week increasing  held last week lower  auction held one year ago across smaller auction market brisbane perth see higher volume home taken auction week canberra tasmania fewer scheduled auction activity across adelaide remain steady week busiest suburb auction victoria topping list  scheduled auction,2.0
adelaide brisbane canberra perth tasmania saw clearance rate fall weekonweek gold coast region busiest noncapital city region last week  home taken auction although  per cent sold geelong best performing term clearance rate  per cent  auction successful,1.0
since  clear reluctance auction market capital city dwelling value soften melbourne set busiest auction market week  home scheduled auction rising  held last week week last year higher  auction took place sydney  home scheduled,1.0
auction week increasing  held last week lower  auction held one year ago across smaller auction market brisbane perth see higher volume home taken auction week canberra tasmania fewer scheduled auction activity across adelaide remain steady week busiest suburb auction victoria topping list  scheduled auction,1.0
rising  held last week week last year higher  auction took place sydney  home scheduled auction week increasing  held last week lower  auction held one year ago across smaller auction market brisbane perth see higher volume home taken auction,1.0
sale since time  corelogic tracking  property market melbourne past  day  new property listed sale  total property sale compared year ago new listing  lower tracking lowest level time year,2.0
year year since  total listing higher theyve time year since  sydney  new property listed sale past  day  fewer year ago slightly higher number   total property listed sale  higher last year,2.0
geelong time started spillout three region recently current premium melbourne dwelling relative region  ballarat  longterm average  bendigo  longterm average  geelong  longterm average  latrobegippsland  longterm average explainable reason dwelling value sydney melbourne risen substantially,1.0
capital city housing market currently median dwelling value june  recorded  premium median dwelling value sydney relative national capital city  melbourne  brisbane  adelaide  perth  hobart  darwin  canberra dwelling value sydney falling premium reducing however cost housing sydney,0.0
capital city housing market currently median dwelling value june  recorded  premium median dwelling value sydney relative national capital city  melbourne  brisbane  adelaide  perth  hobart  darwin  canberra dwelling value sydney falling premium reducing however cost housing sydney,0.0
capital city housing market currently median dwelling value june  recorded  premium median dwelling value sydney relative national capital city  melbourne  brisbane  adelaide  perth  hobart  darwin  canberra dwelling value sydney falling premium reducing however cost housing sydney,0.0
well capital region adjoining canberra richmondtweed adjoining southeast queensland premium sydney dwelling compared region highlighted currently  capital region  central west  hunter valley exc newcastle  illawarra  newcastle lake macquarie  richmondtweed  shoalhaven although value increased regional nsw past year rate growth slowed,2.0
capital city housing market currently median dwelling value june  recorded  premium median dwelling value sydney relative national capital city  melbourne  brisbane  adelaide  perth  hobart  darwin  canberra dwelling value sydney falling premium reducing however cost housing sydney,0.0
seen since december  time last year  per cent  auction held successful auction result property type across smaller auction market highest preliminary clearance rate recorded adelaide  per cent  reported auction successful sub region auction result kevin brogan national auction market commentatorcorelogic caitlin fono research,1.0
week final result collected still expect modest improvement weekonweek melbourne busiest city auction week  home going hammer returning preliminary clearance rate  per cent compared last week  per cent  auction successful week last year  auction held melbourne returning clearance rate ,1.0
week last year  auction held melbourne returning clearance rate  per cent  auction held sydney week returning preliminary auction clearance rate  per cent comparison last week  auction held final clearance rate  per cent,1.0
 auction held across city busiest suburb auction week melbourne topping list  scheduled auction reservoir followed bentleigh east  glenroy  craigieburn mount waverley host  auction week summary last week result last week saw  home taken auction across combined capital,1.0
held across city lower  month ago  home went hammer melbourne sydney  home currently scheduled auction week  last week lower week last year  auction held across city busiest suburb auction week melbourne topping list  scheduled auction,2.0
auction held last week although lower time last year  home taken auction looking individual capital city auction volume similar weekonweek melbourne tasmania set see increase number home taken auction canberra expecting change auction volume melbourne set busiest auction market week total  home scheduled,1.0
south west sydney  south east melbourne  west region melbourne  region country house value recorded largest decline past decade outback north wa  outback south wa  mackayisaacwhitsunday qld  central queensland  townsville   capital city sa region perth recorded house value fall past decade value growth nsw vic substantially stronger growth elsewhere fact region,2.0
 illawarra recorded th highest rate house value growth past decade nationally remaining regional market recorded relatively large increase house value geelong  southern highland shoalhaven nsw  newcastle lake macquarie  bendigo vic  looking unit value nationally throughout past decade unit increased  lower  increase house value unit value growth combined capital city  combined regional housing market ,1.0
past decade south west region sydney value increased  period additional five sa region seen house value double past decade parramatta sydney  inner south west sydney  outer south west sydney  south east melbourne  west region melbourne  region country house value recorded largest decline past decade,1.0
south west sydney  south east melbourne  west region melbourne  region country house value recorded largest decline past decade outback north wa  outback south wa  mackayisaacwhitsunday qld  central queensland  townsville   capital city sa region perth recorded house value fall past decade value growth nsw vic substantially stronger growth elsewhere fact region,2.0
 area recorded increase dwelling value past decade remaining  recording fall sa region nsw vic ta nt act recorded decline value past decade meanwhile majority wa sa region recorded decline value past decade,2.0
doubt brisbane apartment market tough high supply level across key inner city suburb coupled soft economic condition relatively low,2.0
fact unit price currently roughly equivalent people paying mid also strong rental yield averaging  gross across brisbane apartment market  basis point higher sydney yield  basis point higher melbourne yield higher yield lower entry point potentially stronger growth prospect may pique interest,1.0
fact unit price currently roughly equivalent people paying mid also strong rental yield averaging  gross across brisbane apartment market  basis point higher sydney yield  basis point higher melbourne yield higher yield lower entry point potentially stronger growth prospect may pique interest,1.0
see growth likely take long time value return previous peak level wide bay region qld includes bundaberg maryborough gympie hervey bay seen value increase  past year like many qld region listed value fallen past decade ,2.0
major coastal housing market outside capital city provide update tracking although dwelling value across illawarra region nsw increased  past three month value risen  past year  annual increase value substantially lower  increase year ago fact,0.0
growth since may  value  lower quarter  lower past month although recent growth height seen regional nsw housing market sydney melbourne annual rate value growth peaked  december  sunshine coast strongest housing market qld value growth value rising ,0.0
cent compared  per cent across  last week  per cent across  auction one year ago auction result property type result across smaller auction market varied last week  per cent home successful auction canberra brisbane returned preliminary clearance rate  per cent sub region auction result kevin brogan national auction market commentatorcorelogic jade harling senior,0.0
range  consecutive week auction volume trended lower last  week melbourne australia largest auction market preliminary auction clearance rate  per cent recorded across  auction week  per cent across higher  auction last week one year ago clearance rate stronger  per cent across  auction  sydney,1.0
prior time last year  home went hammer returning clearance rate  per cent across smaller auction market clearance rate varied brisbane perth tasmania improving weekonweek adelaide canberra fell noncapital city market geelong recorded impressive  per cent final auction clearance rate last,1.0
city week exception adelaide expected see increase activity  melbourne home scheduled auction week  held last week also lower  held one year ago sydney volume almost  per cent last week final figure total  home,2.0
prior time last year  home went hammer returning clearance rate  per cent across smaller auction market clearance rate varied brisbane perth tasmania improving weekonweek adelaide canberra fell noncapital city market geelong recorded impressive  per cent final auction clearance rate last,1.0
auction week  held last week also lower  held one year ago sydney volume almost  per cent last week final figure total  home scheduled auction week decreasing  last week top  busiest suburb auction week victoria topping list  scheduled,2.0
city update darwin canberra hobart available national housing market update national update sydney nsw melbourne vic brisbane qld perth wa adelaide,0.0
year greatest financial year increase value since  value rose  growth brisbane dwelling value slowed past two financial year increase   change value recent financial year lowest since value fell ,2.0
  substantial improvement  fall previous financial year rate value growth dwelling value canberra fell     although value growth slowed past year canberra dwelling value increased four,2.0
increase previous year fact  increase slowest financial year growth since   financial year melbourne dwelling value increased  although value rose sixth consecutive financial year slowest rate growth,1.0
market seen three year past  value fallen financial year sydney dwelling value fell   financial year largest financial year fall  year fact looking data go back  financial year weakest financial year,2.0
outlook housing market coming month appears one whereby current condition continue mean would expect value fall sydney melbourne expensive investorcentric market quite moderate growth market property affordable investor le prevalent trend softening demand investor segment also seems likely persist coming month,2.0
outlook housing market coming month appears one whereby current condition continue mean would expect value fall sydney melbourne expensive investorcentric market quite moderate growth market property affordable investor le prevalent trend softening demand investor segment also seems likely persist coming month,2.0
home value capital city clearance rate held  per cent mid early   melbourne home taken auction week returning preliminary clearance rate  per cent last week  auction held across city lower  per cent success rate sydney ,0.0
compared last  home taken market  auction last week final figure across smaller auction market canberra returned strongest preliminary clearance rate  per cent  per cent home sold perth auction result property type interestingly main capital city market seen clearance,2.0
 per cent last week  auction held across city lower  per cent success rate sydney  per cent property sold week last week final result saw le half sydney home successful auction  per cent however fewer auction held week compared last  home taken market,2.0
highest number property sale past twelve month according recent data corelogic pakenham victoria located  km south east melbourne edge west gippsland region pakenham sold total  property median sale price house pakenham ,2.0
across  data point house unit across every suburb every month throughout australia  identified hottest selling suburb capital city eight victoria one south australia one new south wale adelaide south australia third hottest selling suburb capital city parramatta,1.0
house median sale price point cook  saw  higher  month ago adelaide capital south australia  property sale past  month total  property adelaide median sale price  showed  change median sale price past ,0.0
loved closeness surrounding suburb sunshine cairnlea caroline spring appreciated also short drive altona beach preferred unit  wanted come top median value growth youd stay,1.0
sunshine cairnlea caroline spring appreciated also short drive altona beach preferred unit  wanted come top median value growth youd stay sydney bondi junction median value would grow  stellar  representing  ten year lift biggest percentage rise unit still sydney time rushcutters bay provided,1.0
median value  climbing  ten year also representing nt top median value unit qld queensland top  performing suburb house brisbane main capital city region one capital suburb made top  list unit completely dominated gold coast top qld performer last decade underwood brisbane logan house grew ,1.0
